front_top_left_x,front_top_left_y,front_top_right_x,front_top_right_y,front_bottom_left_x,front_bottom_left_y,front_bottom_right_x,front_bottom_right_y,rear_top_left_x,rear_top_left_y,rear_top_right_x,rear_top_right_y,rear_bottom_left_x,rear_bottom_left_y,rear_bottom_right_x,rear_bottom_right_y,image_id
512.5406494140625,603.1306762695312,605.83447265625,605.8983154296875,512.0905456542969,627.9542846679688,605.4009399414062,630.8560180664062,494.2179260253906,622.4968872070312,595.8107299804688,625.62744140625,493.7234191894531,649.5490112304688,595.3358764648438,652.8388061523438,"(551.5, 627.0, 115, 52)"
512.0410461425781,602.9180297851562,605.3585205078125,605.62353515625,511.5984802246094,627.7559204101562,604.9360961914062,630.5947265625,493.74505615234375,622.2523803710938,595.3661499023438,625.3142700195312,493.258056640625,649.3214111328125,594.9030151367188,652.541748046875,"(551.0, 627.0, 116, 54)"
512.154541015625,603.3890991210938,605.4332885742188,606.1395263671875,511.7066040039063,628.206787109375,605.0016479492188,631.0903930664062,493.8705139160156,622.6940307617188,595.4457397460938,625.8046264648438,493.3784484863281,649.7391357421875,594.9730224609375,653.0079956054688,"(551.0, 627.0, 116, 54)"
511.7060241699219,603.2454223632812,604.9976196289062,605.9938354492188,511.25830078125,628.0731811523438,604.5681762695312,630.9561157226562,493.3865356445313,622.5677490234375,594.9764404296875,625.6773681640625,492.894287109375,649.6246948242188,594.5059204101562,652.8942260742188,"(550.5, 627.0, 115, 54)"
511.695068359375,603.3236083984375,604.9901123046875,606.0580444335938,511.2499084472656,628.1522216796875,604.5634765625,631.0209350585938,493.3854370117188,622.649169921875,594.9796142578125,625.743408203125,492.89593505859375,649.707275390625,594.5120239257812,652.9608764648438,"(550.5, 627.0, 115, 54)"
511.8433837890625,603.7443237304688,605.1218872070312,606.5385131835938,511.39056396484375,628.5607299804688,604.6842041015625,631.4896850585938,493.5266723632813,623.1148071289062,595.1011352539062,626.27490234375,493.029541015625,650.1583862304688,594.6219482421875,653.478515625,"(550.5, 627.0, 115, 54)"
511.6527404785156,603.6262817382812,604.95947265625,606.2921142578125,511.21966552734375,628.4623413085938,604.5469360351562,631.2616577148438,493.363525390625,622.92041015625,594.9716796875,625.9389038085938,492.8867492675781,649.9872436523438,594.519287109375,653.164306640625,"(550.5, 627.0, 115, 54)"
511.17584228515625,603.0133056640625,604.4902954101562,605.7152099609375,510.7410278320313,627.8462524414062,604.0736083984375,630.682373046875,492.8601684570313,622.4186401367188,594.477294921875,625.4778442382812,492.3820190429688,649.4818115234375,594.0206909179688,652.7005004882812,"(550.0, 627.0, 116, 54)"
511.63714599609375,603.6197509765625,604.9445190429688,606.3123168945312,511.2014465332031,628.4515991210938,604.527587890625,631.2777099609375,493.3396911621094,622.9694213867188,594.9486083984375,626.017578125,492.8604431152344,650.0313110351562,594.4916381835938,653.2381591796875,"(550.5, 627.0, 115, 54)"
512.1293640136719,603.532470703125,605.4908447265625,606.294677734375,511.6605529785156,628.3980102539062,605.0479736328125,631.2935791015625,493.7998352050781,622.830810546875,595.4730224609375,625.9542236328125,493.2828979492188,649.9326171875,594.9869384765625,653.214599609375,"(550.5, 627.0, 115, 54)"
512.5483093261719,603.6359252929688,605.8331298828125,606.4020385742188,512.0941467285156,628.458251953125,605.3963623046875,631.3576049804688,494.2542724609375,622.9288330078125,595.8367309570312,626.0565795898438,493.7552185058594,649.9794921875,595.3582763671875,653.2655029296875,"(551.5, 627.0, 115, 54)"
512.3397521972656,603.7195434570312,605.6421508789062,606.4212036132812,511.9031677246094,628.552001953125,605.2247314453125,631.3883056640625,494.0310668945313,623.063720703125,595.6337890625,626.1226196289062,493.5508117675781,650.1263427734375,595.1762084960938,653.3450927734375,"(551.0, 627.0, 116, 54)"
511.8397521972656,603.7195434570312,605.1421508789062,606.4212036132812,511.4031677246094,628.552001953125,604.7247314453125,631.3883056640625,493.5310668945313,623.063720703125,595.1337890625,626.1226196289062,493.0508117675781,650.1263427734375,594.6762084960938,653.3450927734375,"(550.5, 627.0, 115, 54)"
511.8611450195313,603.157958984375,605.1476440429688,605.9061279296875,511.4179992675781,627.98046875,604.72119140625,630.863525390625,493.5412902832031,622.5225830078125,595.1250610351562,625.632568359375,493.0543823242188,649.5733642578125,594.657958984375,652.8436279296875,"(550.5, 627.0, 115, 54)"
512.3611450195312,603.157958984375,605.6476440429688,605.9061279296875,511.9179992675781,627.98046875,605.22119140625,630.863525390625,494.0412902832031,622.5225830078125,595.6250610351562,625.632568359375,493.5543823242188,649.5733642578125,595.157958984375,652.8436279296875,"(551.0, 627.0, 116, 54)"
514.2551574707031,601.9646606445312,607.566162109375,604.6677856445312,513.8124694824219,626.8045654296875,607.144775390625,629.6417846679688,495.95648193359375,621.263427734375,597.5695190429688,624.3231201171875,495.4690856933594,648.3348388671875,597.107421875,651.5538330078125,"(553.0, 626.0, 114, 54)"
511.12103271484375,602.4398193359375,604.4348754882812,605.125732421875,510.6820373535156,627.27978515625,604.01708984375,630.099365234375,492.8233947753906,621.7423095703125,594.43994140625,624.7828979492188,492.3400573730469,648.813720703125,593.9817504882812,652.0131225585938,"(550.0, 626.5, 114, 53)"
514.5224914550781,603.013916015625,607.8482055664062,606.1376342773438,513.9673767089844,627.8444213867188,607.310546875,631.09814453125,496.3272705078125,622.365234375,597.960205078125,625.8803100585938,495.7181091308594,649.4259033203125,597.3717041015625,653.095458984375,"(553.5, 626.5, 111, 53)"
513.590087890625,603.0950927734375,606.890625,606.2806396484375,513.0232543945312,627.9134521484375,606.3388671875,631.2291870117188,495.39251708984375,622.4254150390625,596.9955444335938,626.0079956054688,494.7710571289063,649.4717407226562,596.3920288085938,653.208984375,"(552.5, 626.5, 115, 53)"
514.3138122558594,602.250732421875,607.63037109375,605.27294921875,513.7863159179688,627.0857543945312,607.1222534179688,630.2401123046875,496.0819396972656,621.5663452148438,597.702880859375,624.9722900390625,495.5024719238281,648.6321411132812,597.1464233398438,652.1951293945312,"(553.0, 626.5, 114, 53)"
514.6674194335938,603.0317993164062,607.981201171875,606.0697021484375,514.1358642578125,627.864501953125,607.468505859375,631.0341796875,496.4326477050781,622.3429565429688,598.050537109375,625.7656860351562,495.848876953125,649.4060668945312,597.4891357421875,652.9854125976562,"(553.5, 626.5, 113, 53)"
514.4006652832031,603.0086059570312,607.6728515625,605.858642578125,513.9282531738281,627.8345336914062,607.21923828125,630.82080078125,496.0523986816406,622.2794799804688,597.6188354492188,625.5010375976562,495.5331115722656,649.3342895507812,597.1218872070312,652.7176513671875,"(553.0, 627.0, 112, 52)"
514.9006652832031,603.0086059570312,608.1728515625,605.858642578125,514.4282531738281,627.8345336914062,607.71923828125,630.82080078125,496.5523986816406,622.2794799804688,598.1188354492188,625.5010375976562,496.0331115722656,649.3342895507812,597.6218872070312,652.7176513671875,"(553.5, 627.0, 113, 52)"
514.96044921875,602.7034912109375,608.2432861328125,605.4088745117188,514.5240173339844,627.5315551757812,607.8260498046875,630.3721923828125,496.64111328125,621.9969482421875,598.2203369140625,625.0601196289062,496.1610107421875,649.05419921875,597.762939453125,652.2781982421875,"(553.5, 626.5, 113, 53)"
514.2687377929688,603.1202392578125,607.5411376953125,605.7966918945312,513.8397521972656,627.9431762695312,607.1304931640625,630.7545166015625,495.94622802734375,622.384521484375,597.5131225585938,625.4156494140625,495.4743957519531,649.4357299804688,597.0631103515625,652.6270751953125,"(553.0, 626.5, 114, 53)"
514.4619445800781,603.0281372070312,607.7344970703125,606.2186889648438,513.89892578125,627.8619995117188,607.1922607421875,631.1902465820312,496.0828552246094,622.2548828125,597.6498413085938,625.8484497070312,495.46429443359375,649.319091796875,597.0558471679688,653.0762329101562,"(553.0, 626.5, 114, 53)"
513.6912231445312,596.2050170898438,606.9624633789062,599.2796630859375,513.156005859375,621.0438842773438,606.4498291015625,624.2566528320312,495.2738037109375,615.3988647460938,596.8387451171875,618.8662109375,494.6851196289063,642.4689331054688,596.27685546875,646.1004638671875,"(552.5, 619.5, 117, 53)"
513.9471740722656,585.1834716796875,607.1859741210938,588.336181640625,513.3974914550781,610.0081176757812,606.6564331054688,613.2998657226562,495.5279541015625,604.3504638671875,597.0543212890625,607.9034423828125,494.9241027832031,631.4036865234375,596.4742431640625,635.121826171875,"(552.5, 608.5, 111, 47)"
517.5409545898438,565.2200317382812,610.381591796875,569.403076171875,516.6777954101562,590.0030517578125,609.5603637695312,594.3327026367188,499.1584167480469,583.0955200195312,600.2116088867188,587.767333984375,498.2081909179688,610.0989379882812,599.3109741210938,614.9449462890625,"(555.5, 589.0, 115, 50)"
518.3638610839844,552.0721435546875,611.0055541992188,556.12890625,517.6244201660156,576.6732177734375,610.2593994140625,580.8699951171875,500.1850280761719,570.792724609375,601.0048217773438,575.3287353515625,499.3804016113281,597.5812377929688,600.192138671875,602.2833862304688,"(557.0, 575.5, 114, 49)"
521.7210083007812,533.1781616210938,613.966796875,535.3285522460938,521.5558776855469,557.554931640625,613.7509155273438,559.8419189453125,503.8415832519531,551.9376220703125,604.1874389648438,554.3949584960938,503.6723327636719,578.4584350585938,603.9580688476562,581.0775756835938,"(560.0, 556.0, 114, 46)"
523.1286010742188,496.6640625,615.3970947265625,498.77191162109375,522.9700622558594,521.05224609375,615.1902465820312,523.2966918945312,505.247314453125,515.4393920898438,605.6203002929688,517.850341796875,505.084716796875,541.973876953125,605.4005126953125,544.5465698242188,"(561.5, 519.5, 115, 49)"
523.0707397460938,476.6412353515625,614.675048828125,480.4821166992188,522.2492980957031,500.989501953125,613.8658447265625,504.9630126953125,505.9355773925781,489.4207763671875,605.5304565429688,493.67626953125,505.0386352539063,515.9100952148438,604.6478881835938,520.3226928710938,"(561.5, 497.0, 113, 42)"
528.8283386230469,443.3361206054688,620.4304809570312,447.17376708984375,528.0080871582031,467.6851806640625,619.6228637695312,471.65618896484375,511.6952819824219,456.11566162109375,611.2872924804688,460.36810302734375,510.7994995117188,482.60589599609375,610.4064331054688,487.0162353515625,"(567.0, 463.5, 114, 37)"
529.530029296875,431.49993896484375,620.5751953125,435.24847412109375,528.7579040527344,455.638671875,619.7761840820312,459.5255126953125,512.6943664550781,441.2718200683594,611.6250610351562,445.4107055664063,511.859375,467.5128784179688,610.7583618164062,471.8153076171875,"(568.0, 450.5, 114, 37)"
534.5269470214844,404.1710815429688,625.5804443359375,407.9019165039063,533.7568969726562,428.314453125,624.7852783203125,432.183837890625,517.6893005371094,413.9479675292969,616.6298828125,418.0677185058594,516.856201171875,440.194580078125,615.76708984375,444.4781494140625,"(573.0, 423.5, 112, 33)"
537.1642150878906,391.5930480957031,627.9238891601562,394.9487915039063,536.4019775390625,415.6702575683594,627.1530151367188,419.1578674316406,521.0184936523438,397.9524230957031,619.61474609375,401.639404296875,520.19091796875,424.12115478515625,618.7769165039062,427.9639892578125,"(576.0, 409.0, 110, 34)"
541.3714294433594,385.3002624511719,631.9605102539062,388.0066833496094,540.7344665527344,409.3364562988281,631.3259887695312,412.1726379394531,525.56982421875,390.0118713378906,623.964111328125,392.98187255859375,524.8765258789062,416.1318664550781,623.273681640625,419.2551879882813,"(579.5, 401.0, 109, 36)"
543.8048706054688,379.4666442871094,634.0291748046875,382.2160339355469,543.1715393066406,403.3906555175781,633.3770751953125,406.2755737304688,528.2845764160156,382.9848327636719,626.2459106445312,385.99462890625,527.5994262695312,408.9720764160156,625.53857421875,412.141845703125,"(582.5, 394.5, 111, 39)"
544.2610473632812,374.2938537597656,634.3311767578125,376.66259765625,543.7020263671875,398.1785278320313,633.7628173828125,400.6810607910156,529.0439147949219,377.17132568359375,626.823486328125,379.7628173828125,528.4379272460938,403.1120910644531,626.20654296875,405.8614501953125,"(582.5, 388.5, 109, 37)"
548.0224914550781,372.4268798828125,637.8229370117188,374.712646484375,547.4823303222656,396.2288818359375,637.2669677734375,398.6447143554688,533.3042297363281,374.6693420410156,630.7669677734375,377.1657104492188,532.719970703125,400.5126647949219,630.1641235351562,403.1624450683594,"(587.0, 386.5, 108, 37)"
549.8234252929688,372.0177001953125,639.4459228515625,374.0979309082031,549.3311157226562,395.7701721191406,638.9380493164062,397.9809875488281,535.3468322753906,373.9288024902344,632.5992431640625,376.1995849609375,534.8146362304688,399.713623046875,632.0487670898438,402.1383666992188,"(589.0, 386.0, 110, 38)"
555.540283203125,372.2319641113281,644.880126953125,374.5594482421875,554.9744262695312,395.9058837890625,644.3026733398438,398.3629455566406,541.4843444824219,373.9613952636719,638.4047241210938,376.4988403320313,540.8716430664062,399.65380859375,637.7783813476562,402.3439636230469,"(594.5, 386.5, 107, 41)"
549.2415466308594,373.8987121582031,638.4091796875,374.5976257324219,549.0895690917969,397.5333862304688,638.2537231445312,398.3694763183594,535.1578063964844,375.392822265625,631.8702392578125,376.1609802246094,534.9933776855469,401.0380554199219,631.70166015625,401.9678039550781,"(588.0, 386.5, 110, 39)"
542.4699096679688,379.3606262207031,630.582763671875,368.6076049804688,545.3115844726562,402.7357177734375,633.4443359375,392.1351318359375,527.8908996582031,381.8175354003906,623.4152221679688,370.1648559570313,530.9729919433594,407.1722412109375,626.520751953125,395.698974609375,"(582.5, 386.5, 107, 37)"
538.0681457519531,373.8853454589844,626.6533203125,372.07562255859375,538.5712890625,397.3796691894531,627.158935546875,395.714599609375,523.5584106445312,375.5618591308594,619.5838623046875,373.609375,524.1041870117188,401.0418701171875,620.1325073242188,399.2596130371094,"(576.5, 386.0, 109, 36)"
535.0498352050781,374.1657409667969,623.6353149414062,372.3771057128906,535.5480346679688,397.659912109375,624.1354370117188,396.0159606933594,520.5390014648438,375.8385925292969,616.564697265625,373.9089660644531,521.0795288085938,401.31842041015625,617.1074829101562,399.55902099609375,"(573.5, 385.5, 107, 35)"
533.7586975097656,370.6246032714844,621.6901245117188,375.1070251464844,532.6427001953125,393.95904541015625,620.5534057617188,398.5865783691406,518.4411926269531,372.1566467285156,613.7050170898438,377.0285339355469,517.2340393066406,397.4505615234375,612.4735107421875,402.4930419921875,"(570.5, 385.5, 105, 35)"
